initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
Nortel Engineering,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
North Air. C/O Airbus UK,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Northpoint Inc,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Norwex USA Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Nosse Datentechnik GmbH & Co. KG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NRG Energy,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NTN,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
NUHDEM PLASTK SAN. VE TC.A..,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ODABASI DAYANIKLI TKETM MALLARI TCARET VE SANAY LTD.T,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
ODI Incorporated,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Oetker Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ohki Healthcare Holdings,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OMNITECH WIRELESS APPS SA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"One Alliance Insurance Agency, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Onward Medical, Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OOO Dymov Sausage Works,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Opel Poland,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OPERADORES LOGISTICOS DE CARGA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Orbit GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"ORION INTERNATIONAL EURO CO., LTD",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ovintiv,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Owens & Minor Medical, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OZ DTM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OZDEN DAYANIKLI TUK. MALL. VE MOBL. SAN VE TIC. LTD STI,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
P&G,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
P.medien GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pacific Blue Asset Management LTD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pacific Star,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Packsys,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Padre Software Inc.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Paloma Industries,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PANASIA DE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pantech,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pantex,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PANTRA VINA COMPANY LIMITED,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Paper Excellence,Not Available,Not Available,Not Available,322 - Paper Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",32211 - Pulp Mills,Not Available
Patrick Industries,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"PCMG, Inc",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PEARLQUEST TECHNOLOGY FZE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PEARLS NAAT GIDA TURZM DI TCARET SANAY LMTED RKET,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PETPACK S.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Petra jordanian mobile telecommunication,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Petrol Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pfeifer & Langen,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PFS DE MEXICO SAPI DE CV,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PHINIA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PHITOTERAPHIA BIOFITOGENIA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Phoenix IT Consulting, LLC.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Picard,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Pioneer Group,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PiSA Pharmaceuticals,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Plasman,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Plastic Pipe Systems,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Plenus,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PLG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
POLICEJNÍ PREZIDIUM ČESKÉ REPUBLIKY,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PREFABRIK YAPI INSAAT SANAYI VE TIC.A.S.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Premium Waters,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Presto Tech Solutions,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PRG Cinegate,Not Available,Production Resource Group LLC,USA,512 - Motion Picture and Sound Recording Industries,5121 - Motion Picture and Video Industries,51211 - Motion Picture and Video Production,Not Available
Principle Italy Spa,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Prinsel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Proservia GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Prospect Medical,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PSA Retail italia S.p.A.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Psychatrische Klinik Uelzen gGmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PTC Fayat,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Public Power,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Publikationen Deutschschweiz AG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Q Energy Solutions SE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Qcell,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Qorvo,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Quadrant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Quantum Silicones,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
R.E. Michel Company,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
RAC Motoring Services,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ramaxel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ray Europe GmbH,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Raymour & Flanigan,Not Available,Raymour & Flanigan,Not Available,442 - Furniture and Home Furnishings Stores,4421 - Furniture Stores,44211 - Furniture Stores,Not Available
RBL Bank Ltd.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
REAL BEBIDAS DA AMAZONIA LTDA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Red River Computer Co., Inc.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Red River Tea Company,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Red Sea,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
