initial_company_name,original_company_name,parent_company,parent_company_country,industry_naics_3_digit,industry_naics_4_digit,industry_naics_5_digit,revenue_2023_usd
aju,AJU Corporation,AJU Group,South Korea,3273 - Construction Materials,32739 - Ready-Mixed Concrete Manufacturing,327391 - Ready-Mixed Concrete Manufacturing,Not Available
AKPA ALMNYUM SAN. VE TC. A.,Akpa Alüminyum San ve Tic A.Ş.,Akpa Alüminyum San ve Tic A.Ş.,Turkey,32 - Nonmetallic Mineral Product Manufacturing,327 - Nonmetallic Mineral Product Manufacturing,32799 - All Other Nonmetallic Mineral Product Manufacturing,Not Available
AKS precision Ball Europe Ltd,AKS Precision Ball Europe Ltd,NSK Ltd,Japan,332 - Fabricated Metal Product Manufacturing,3329 - Other Fabricated Metal Product Manufacturing,33299 - All Other Fabricated Metal Product Manufacturing,Not Available
Alcar Route,Darien Rowayton Bank,KeyBank,US,5221 - Depository Credit Intermediation,522110 - Commercial Banking,5221100 - Commercial Banks,Not Available
ALCYON,Alcyon Inc.,Alcyon Inc.,US,561 - Administrative and Support Services,5612 - Facilities Support Services,561210 - Facilities Support Services,Not Available
ALEF,ALEF Group,ALEF Group,Czech Republic,541 - Computer Systems Design and Related Services,5415 - Computer Systems Design and Related Services,54151 - Computer Systems Design and Related Services,Not Available
Alimentos Prosalud,Sardimar,Alimentos Prosalud,Costa Rica,311 - Food Manufacturing,3117 - Seafood Product Preparation and Packaging,3117 - Seafood Product Preparation and Packaging,Not Available
Alnatura,Alnatura Produktions- und Handels GmbH,Alnatura AG,Germany,445 - Retail Trade,445110 - Food and Beverage Stores,44511000 - Specialty Food Stores,Not Available
Alpan Electroline LTD,Alpan Electroline Ltd,Alpan Group,Cyprus,443 - Retail Trade,4431 - Electronics and Appliance Stores,44311 - Electronics Stores,Not Available
Alpen Co,"Alpen Co., Ltd.","Alpen Co., Ltd.",Japan,"451 - Sporting Goods, Hobby, and Musical Instrument Retailers","4511 - Sporting Goods, Hobby, and Musical Instrument Retailers","451110 - Sporting Goods, Hobby, and Musical Instrument Retailers",Not Available
AmerCareRoyal,AmerCareRoyal,HCI Equity Partners,US,325 - Chemical Manufacturing,325998 - All Other Miscellaneous Chemical Product and Preparation Manufacturing,32599800 - All Other Miscellaneous Chemical Product and Preparation Manufacturing,Not Available
American Financial Group,"American Financial Group, Inc.","American Financial Group, Inc.",US,524 - Insurance Carriers,524126 - Direct Property and Casualty Insurance Carriers,5241261 - Direct Property Insurance Carriers,Not Available
AMMINISTRAZIONE PATRIMONIO SEDE APOSTOLI,AMMINISTRAZIONE DEL PATRIMONIO DELLA SEDE APOSTOLICA,AMMINISTRAZIONE DEL PATRIMONIO DELLA SEDE APOSTOLICA,Holy See,522 - Finance and Insurance,5221 - Depository Credit Intermediation,522110 - Central Banks,50.8 M
Amplitrain,Amplitrain,Amplitrain,Not Available,"713 - Amusement, Gambling, and Recreation Industries",7139 - Other Amusement and Recreation Industries,713990 - All Other Amusement and Recreation Industries,Not Available
AMTEX S.A.,AMTEX S.A.,AMTEX S.A.,Not Available,Not Available,Not Available,Not Available,Not Available
Andersen Corporation,Andersen Lumber Company,Andersen Corporation,US,321 - Wood Product Manufacturing,3211 - Sawmills and Wood Preservation,321111 - Sawmills,Not Available
Andersen Windows & Doors,Andersen Windows & Doors,Andersen Corporation,US,3219 - Other Wood Product Manufacturing,321911 - Wood Window and Door Manufacturing,32191100 - Wood Window and Door Manufacturing,Not Available
"Ansible Health, Inc.","Ansible Health, Inc.","Ansible Health, Inc.",US,621 - Ambulatory Health Care Services,6211 - Offices of Physicians,621110 - Offices of Physicians (except Mental Health Specialists),Not Available
ANSIBLEHEALTH,Ansible Health,Ansible Health,US,621 - Ambulatory Health Care Services,6211 - Offices of Physicians,621110 - Offices of Physicians (except Mental Health Specialists),Not Available
AO,AO World,AO World,United Kingdom,443 - Retail Trade,4431 - Electronics and Appliance Stores,44311 - Electronics and Appliance Stores,Not Available
Aquila Technology Limited,Aquila Technology Limited,Business Integra Technology Solutions,US,541 - Information Technology Consulting Services,5413 - Information Technology Planning and Related Services,54133 - Information Technology Planning and Related Services,Not Available
ARaymond,ARaymond,ARaymond,France,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,33231 - Plate Work and Fabricated Structural Product Manufacturing,Not Available
"Architectural Design & Signs, Inc.","Architectural Design & Signs, Inc.","Architectural Design & Signs, Inc.",US,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,33995 - Sign Manufacturing,Not Available
Ardagh Metal Packaging,Ardagh Metal Packaging S.A.,Ardagh Group S.A.,Luxembourg,322 - Paper Manufacturing,"3221 - Pulp, Paper, and Paperboard Mills",32211 - Pulp Mills,"4,800 M"
AREALCONTROL GmbH,AREALCONTROL GmbH,AREALCONTROL GmbH,Germany,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,0.405 M
Armada Holdings,Armada Holdings,Mohamed Ali Ben Laden Family Office,Saudi Arabia,531 - Real Estate Development,5311 - Offices of Real Estate Agents and Brokers,531110 - Offices of Real Estate Agents and Brokers,Not Available
"Armada Supply Chain Solutions, LLC","Armada Supply Chain Solutions, LLC","Armada Supply Chain Solutions, LLC",US,488 - Support Activities for Transportation,4889 - Other Support Activities for Transportation,488910 - Packing and Crating,Not Available
ARNO GB Limited,ARNO GB Limited,ARNO Group,United Kingdom,"541 - Professional, Scientific, and Technical Services","5417 - Advertising, Public Relations, and Related Services",541710 - Specialized Design Services,Not Available
ART ENDSTRI MAKINE SANAYI VE TICARET LIMITED SIRKETI,ART ENDÜSTRI MAKINE SANAYI VE TİCARET LİMİTED ŞİRKETİ,ART ENDÜSTRI MAKINE SANAYI VE TİCARET LİMİTED ŞİRKETİ,Turkey,Not Available,Not Available,Not Available,Not Available
ARTHOR OTOMOTIV VE G SISTEMLERI A. S.,ARTHOR OTOMOTIV VE G SISTEMLERI A. S.,ARTHOR OTOMOTIV VE G SISTEMLERI A. S.,Not Available,Not Available,Not Available,Not Available,Not Available
Assmont Gmbh,ASSMONT GmbH,ASSMONT Holding GmbH,Austria,331 - Fabricated Metal Product Manufacturing,3311 - Forging and Stamping,33111 - Forging and Stamping,Not Available
"Associates in Emergency Care, LLC","Associates in Emergency Care, LLC","Associates in Emergency Care, LLC",US,923 - Administration of Human Resource Programs,9231 - Administration of Human Resource Programs,92311 - Administration of Education Programs,Not Available
Astre,ASTRE,ASTRE,Australia,Not Available,Not Available,Not Available,Not Available
Atlanta Bonded Warehouse Corporation,Atlanta Bonded Warehouse Corporation,Atlanta Bonded Warehouse Corporation,US,493 - Warehousing and Storage,4931 - Warehousing and Storage,493110 - General Warehousing and Storage,Not Available
Attindas,Attindas Hygiene Partners,American Industrial Partners,US,325 - Chemical Manufacturing,325 - Chemical Manufacturing,325 - Chemical Manufacturing,258 M
ATW,American Trailer Works,American Trailer Works,US,336 - Transportation Equipment Manufacturing,3362 - Motor Vehicle Body and Trailer Manufacturing,336214 - Travel Trailer and Camper Manufacturing,Not Available
Auchan France,Auchan SA,Association Familiale Mulliez (AFM),France,452 - General Merchandise Stores,4521 - Department Stores,452110 - Department Stores (except Discount Department Stores),"32,300 M"
Auriga Industries,Cheminova A/S,Auriga Industries A/S,Denmark,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,325110 - Petrochemical Manufacturing,Not Available
AutoTodo,"Auto Todo Mexicana, S.A. de C.V.",Grupo Auto Todo,Mexico,4411 - Motor Vehicle and Parts Dealers,44111 - Automobile Dealers,441110 - Automobile Dealers,Not Available
Avient,Avient Corporation,Avient Corporation,US,325 - Chemical Manufacturing,"3252 - Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",325211 - Plastics Material and Resin Manufacturing,"2,010 M"
Avolta,"Alitalia-Linee Aeree Italiana, S.p.A.","Alitalia-Linee Aeree Italiana, S.p.A.",Italy,481 - Air Transportation,4811 - Scheduled Air Transportation,48111 - Scheduled Air Transportation,Not Available
AVRUPA ELEKTRONIK VE TARIMSAL SAN.,Avrupa Elektronik Ve Tarımsal Ürünler San. Tic. Ltd. Şti.,Avrupa Elektronik Ve Tarımsal Ürünler San. Tic. Ltd. Şti.,Turkey,"423 - Merchant Wholesalers, Durable Goods","4233 - Electrical and Electronic Appliance, Television, and Radio Merchant Wholesalers","423330 - Electrical and Electronic Appliance, Television, and Radio Merchant Wholesalers",Not Available
Axtel S.A.B. de C.V,Axtel S.A.B. de C.V.,Alfa S.A.B. de C.V.,Mexico,517 - Telecommunications,5171 - Wired Telecommunications Carriers,517110 - Wireless Telecommunications Carriers (except Satellite),Not Available
BADER Leather,Bader GmbH & Co. KG,Bader GmbH & Co. KG,Germany,316 - Leather and Allied Product Manufacturing,3161 - Leather and Hide Tanning and Finishing,31611 - Leather and Hide Tanning and Finishing,Not Available
Bakkavor Group,Bakkavor Group plc,Bakkavor Group plc,United Kingdom,311 - Food Manufacturing,3119 - Food Manufacturing,3119 - Fresh Prepared Foods,"1,850 M"
Banholzer Transporte GmbH & Co. KG,Banholzer Transporte GmbH & Co. KG,Banholzer Transporte GmbH & Co. KG,Germany,484 - Truck Transportation,4841 - General Freight Trucking,"484110 - General Freight Trucking, Local",Not Available
Banner,Banner Industries,MiddleGround Capital,US,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,332311 - Prefabricated Metal Building and Component Manufacturing,Not Available
Bardexa Norden,Bardexa Norden AB,Bardexa Norden AB,Sweden,Not Available,Not Available,Not Available,Not Available
Barrows North America Inc.,Barrows North America Inc.,Barrows North America Inc.,Not Available,Not Available,Not Available,Not Available,Not Available
BARUFFALDI SPA,Baruffaldi S.p.A.,Baruffaldi S.p.A.,Italy,333 - Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333314 - General Industrial Machinery Manufacturing,Not Available
BAUFELD-OEL GmbH,Baufeld-Oel GmbH,PURAGLOBE,Germany,322 - Manufacturing of Petroleum and Coal Products,32211 - Refining of Petroleum and Coal Products,322110 - Refining of Petroleum and Coal Products,Not Available
Bayer Digital,Bayer Digital,Bayer AG,Germany,325 - Chemical Manufacturing,3251 - Basic Chemical Manufacturing,325110 - Basic Organic Chemical Manufacturing,Not Available
BBC Group,British Broadcasting Corporation,British Broadcasting Corporation,United Kingdom,513 - Broadcasting (except Internet),5131 - Radio and Television Broadcasting,513120 - Television Broadcasting,Not Available
"BBS of America, Inc.","BBS of America, Inc.",KW Automotive Group,United States,3363 - Motor Vehicle Parts Manufacturing,336314 - Motor Vehicle Brake System Manufacturing,33631401 - Motor Vehicle Brake System Manufacturing,Not Available
beamSmart,"BeamSmart, Inc.","BeamSmart, Inc.",US,"737 - Computer Programming, Data Processing, and Other Computer Related Services",7372 - Prepackaged Software,737210 - Software Publishers,6.0 M
Beaver Street Fisheries,"Beaver Street Fisheries, Inc.","Beaver Street Fisheries, Inc.",US,3116 - Seafood Product Preparation and Packaging,311612 - Seafood Product Preparation and Packaging,31161200X - Seafood Product Preparation and Packaging,Not Available
BEBIDAS PURIFICADAS S DE RL DE CV,Bebidas Purificadas S de R.L. de C.V.,Grupo Gepp S.A.P.I. de C.V.,Mexico,312 - Beverage Manufacturing,3121 - Beverage Manufacturing,31211101 - Carbonated Soft Drinks Manufacturing,Not Available
BEH Group,BEH Group,BEH Group,United Kingdom,541 - Advertising and Related Services,5417 - Advertising Agencies,541710 - Advertising Agencies,Not Available
Belconn,Belconn,Belconn,Not Available,334 - Electronics and Appliance Manufacturing,3342 - Electrical Equipment Manufacturing,33421200 - Electrical Equipment Manufacturing,Not Available
Bell Production S.p.A.,Bell Production S.p.A.,Bell Production S.p.A.,Italy,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,Not Available
BENCROS,BENCROS s. r. o.,BENCROS s. r. o.,Slovakia,32 - Manufacturing,3219 - Other Rubber Product Manufacturing,321911 - Rubber Product Manufacturing,7.71 M
Benzler and Radicon,AB Benzlers,Elecon Engineering Co. Ltd.,IN,333 - Machinery Manufacturing,"3336 - Engine, Turbine, and Power Transmission Equipment Manufacturing",33361 - Engine and Turbine Manufacturing,14.7 M
Best Made,Best Made Co.,Best Made Co.,Not Available,Not Available,Not Available,Not Available,Not Available
Beyonics,Beyonics International Pte Ltd,Beyonics International Pte Ltd,Singapore,332 - Fabricated Metal Product Manufacturing,3323 - Architectural and Structural Metals Manufacturing,332311 - Prefabricated Metal Building and Component Manufacturing,Not Available
BFI Beratungsgesellschaft fur,BFI Beratungsgesellschaft für Informationstechnologie mbH,BFI Beratungsgesellschaft für Informationstechnologie mbH,Germany,"5416 - Management, Scientific, and Technical Consulting Services",54161 - Management Consulting Services,541611 - Administrative Management and General Management Consulting Services,Not Available
Bharti Airtel,Bharti Airtel Limited,Bharti Enterprises,India,517 - Telecommunications,517110 - Wireless Telecommunications Carriers,5171101 - Wireless Telecommunications Carriers (except Satellite),Not Available
Big Country RV,Heartland RV,Thor Industries,US,339 - Miscellaneous Manufacturing,3399 - Other Miscellaneous Manufacturing,339900 - Not Available,Not Available
BITZER,BITZER KÜHLMASCHINENBAU GMBH,BITZER KÜHLMASCHINENBAU GMBH,Germany,333 - Machinery Manufacturing,3333 - Commercial and Service Industry Machinery Manufacturing,333314 - Optical Instrument and Lens Manufacturing,Not Available
blackned GmbH,blackned GmbH,blackned GmbH,Germany,334 - Computer and Electronic Product Manufacturing,3342 - Computer and Peripheral Equipment Manufacturing,33421 - Computer and Peripheral Equipment Manufacturing,Not Available
Bleckmann,Bleckmann B.V.,Netlog Logistics Group,The Netherlands,492 - Transportation and Warehousing,4921 - Freight Transportation,49211 - General Freight Trucking,Not Available
BLK,"BlackRock, Inc.","BlackRock, Inc.",US,"523 - Securities, Commodity Contracts, and Other Financial Investments and Related Activities",5239 - Other Financial Investment Activities,523910 - Miscellaneous Intermediation,Not Available
bofrost,Bofrost Italia SPA,Bofrost Italia SPA,Italy,44 - Retail Trade,445 - Food and Beverage Stores,445120 - Convenience Stores,454.3 M
Bohra Information Technology Solutions,Bohra Information Technology Solutions,Bohra IT Solutions & Computer Trading L.L.C.,United Arab Emirates,334 - Computer and Electronic Product Manufacturing,3342 - Communications Equipment Manufacturing,33421 - Telephone Apparatus Manufacturing,Not Available
BOONTHAVORN LIFESTYLE FURNITURE COM,BOONTHAVORN LIFESTYLE FURNITURE COMPANY LIMITED,BOONTHAVORN LIFESTYLE FURNITURE COMPANY LIMITED,Not Available,442 - Furniture and Home Furnishings Merchant Wholesalers,4421 - Furniture and Home Furnishings Merchant Wholesalers,442110 - Furniture and Home Furnishings Merchant Wholesalers,Not Available
Born,BORN Group,Tech Mahindra Limited,US,"5416 - Management, Scientific, and Technical Consulting Services",54161 - Management Consulting Services,541611 - Administrative Management and General Management Consulting Services,Not Available
